Battery_Level,Temperature,Voltage,Current,Status
11,35.7,4345,-1195976,1
11,35.7,4345,-1195976,1
11,35.7,4345,-1195976,1
11,35.7,4345,-1275169,1
11,35.7,4345,-1275169,1
11,35.7,4345,-1275169,1
11,35.7,4345,-1275169,1
11,35.7,4345,-1275169,1
11,35.7,4345,-1275169,1
11,35.7,4345,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
11,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1275169,1
12,36,4363,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.2,4347,-1220543,1
12,36.7,4347,-1220543,1
12,36.7,4347,-1220543,1
12,36.7,4347,-1220543,1
12,36.7,4347,-1220543,1
12,36.7,4347,-1220543,1
12,36.7,4347,-1230308,1
12,36.7,4347,-1230308,1
12,36.7,4347,-1230308,1
12,36.7,4347,-1230308,1
12,36.7,4347,-1230308,1
12,36.7,4347,-1230308,1
12,36.7,4347,-1230308,1
12,36.7,4347,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
12,37,4354,-1230308,1
14,37.2,4354,-1230308,1
14,37.2,4354,-1230308,1
14,37.2,4354,-1230308,1
14,37.2,4354,-1230308,1
14,37.2,4354,-1230308,1
14,37.2,4354,-1230308,1
14,37.2,4354,-1230308,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4354,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-906214,1
14,37.2,4272,-1244194,1
14,37.2,4272,-1244194,1
14,37.2,4272,-1244194,1
14,37.2,4272,-1244194,1
14,37.2,4272,-1244194,1
14,37.2,4272,-1244194,1
14,37.2,4272,-1244194,1
14,37.2,4272,-1244194,1
14,37.2,4272,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,37.5,4352,-1244194,1
15,38,4352,-1244194,1
15,38,4352,-1244194,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
15,38,4352,-1235496,1
16,38.5,4344,-1235496,1
16,38.5,4344,-1235496,1
16,38.5,4344,-1235496,1
16,38.5,4344,-1235496,1
16,38.5,4344,-1235496,1
16,38.7,4344,-1235496,1
16,38.7,4344,-1235496,1
16,38.7,4344,-1235496,1
16,38.7,4344,-1235496,1
16,38.7,4344,-1235496,1
16,38.7,4344,-1169884,1
16,38.7,4344,-1169884,1
16,38.7,4344,-1169884,1
16,38.7,4344,-1169884,1
16,38.7,4344,-1169884,1
16,38.7,4344,-1169884,1
16,38.7,4344,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1169884,1
16,38.5,4331,-1228020,1
16,38.5,4331,-1228020,1
16,38.5,4331,-1228020,1
16,38.5,4331,-1228020,1
16,38.5,4331,-1228020,1
16,38.5,4331,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39,4346,-1228020,1
18,39.5,4346,-1228020,1
18,39.5,4346,-1228020,1
18,39.5,4346,-1228020,1
18,39.5,4346,-1228020,1
18,39.5,4346,-1228020,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
18,39.5,4346,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.2,4366,-1309654,1
19,39.5,4366,-1309654,1
19,39.5,4366,-1309654,1
19,39.5,4366,-1309654,1
19,39.5,4366,-1309654,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4366,-1242973,1
19,39.5,4352,-1242973,1
19,39.5,4352,-1242973,1
19,39.5,4352,-1242973,1
19,39.5,4352,-1242973,1
19,39.5,4352,-1242973,1
19,39.5,4352,-1242973,1
19,39.5,4352,-1184990,1
19,39.5,4352,-1184990,1
19,39.5,4352,-1184990,1
19,39.5,4352,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
19,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1184990,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4344,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1272880,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
21,39.7,4369,-1412497,1
23,40.2,4396,-1412497,1
23,40.2,4396,-1412497,1
23,40.2,4396,-1412497,1
23,40.2,4396,-1412497,1
23,40.2,4396,-1412497,1
23,40.2,4396,-1412497,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4396,-1338950,1
23,40.2,4393,-1338950,1
23,40.2,4393,-1338950,1
23,40.2,4393,-1338950,1
23,40.2,4393,-1338950,1
23,40.2,4393,-1338950,1
23,40.2,4393,-1338950,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1350394,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-1278984,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4402,-865015,1
24,40.2,4275,-865015,1
24,40.2,4275,-865015,1
24,40.2,4275,-865015,1
24,40.2,4275,-865015,1
24,40.2,4275,-865015,1
24,40.2,4275,-865015,1
24,40.2,4275,-865015,1
24,40.2,4275,-865015,1
24,40.2,4275,-865015,1
24,40.2,4275,-865015,1
24,40.5,4275,-865015,1
24,40.5,4275,-865015,1
24,40.5,4275,-865015,1
24,40.5,4275,-865015,1
24,40.5,4275,-865015,1
24,40.5,4275,-865015,1
24,40.5,4275,-1228020,1
24,40.5,4275,-1228020,1
24,40.5,4275,-1228020,1
24,40.5,4275,-1228020,1
24,40.5,4275,-1228020,1
24,40.5,4275,-1228020,1
24,40.5,4275,-1228020,1
24,40.5,4275,-1228020,1
24,40.5,4275,-1228020,1
24,40.5,4275,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,40.5,4372,-1228020,1
26,41,4372,-1228020,1
26,41,4372,-1228020,1
26,41,4372,-1228020,1
26,41,4372,-1228020,1
26,41,4372,-1228020,1
26,41,4372,-1228020,1
26,41,4372,-1228020,1
26,41,4372,-1228020,1
26,41,4372,-1265251,1
26,41,4372,-1265251,1
26,41,4372,-1265251,1
26,41,4372,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,41,4391,-1265251,1
26,40.7,4391,-1265251,1
26,40.7,4391,-1265251,1
26,40.7,4391,-1265251,1
26,40.7,4391,-1265251,1
26,40.7,4391,-1265251,1
26,40.7,4391,-1265251,1
26,40.7,4391,-1305534,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1274406,1
26,40.5,4396,-1252891,1
26,40.5,4396,-1252891,1
26,40.5,4396,-1252891,1
26,40.5,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1252891,1
28,41,4396,-1233055,1
28,41,4396,-1233055,1
28,41,4396,-1233055,1
28,41,4396,-1233055,1
28,41,4396,-1233055,1
28,41,4396,-1233055,1
28,41,4396,-1233055,1
28,41,4396,-1261131,1
28,41,4398,-1261131,1
28,41,4398,-1261131,1
28,41,4398,-1261131,1
28,41,4398,-1261131,1
28,41,4398,-1261131,1
28,41,4398,-1261131,1
28,41,4398,-1261131,1
28,41,4398,-1261131,1
28,41,4398,-1261131,1
28,41,4398,-1273948,1
28,41,4398,-1273948,1
28,41,4398,-1273948,1
28,41,4398,-1273948,1
28,41,4398,-1273948,1
28,41,4404,-1273948,1
28,41,4404,-1273948,1
28,41,4404,-1273948,1
28,41,4404,-1273948,1
28,41,4404,-1273948,1
28,41,4404,-1248009,1
28,41,4404,-1245872,1
28,41,4404,-1245872,1
28,41,4404,-1245872,1
28,41,4404,-1245872,1
28,41,4404,-1245872,1
28,41,4404,-1245872,1
28,41,4404,-1245872,1
28,41,4404,-1245872,1
28,41,4404,-1245872,1
28,41,4404,-1230919,1
28,41,4404,-1230919,1
28,41,4404,-1230919,1
28,41,4404,-1230919,1
28,41,4404,-1230919,1
28,41,4404,-1230919,1
28,41,4404,-1230919,1
30,41,4404,-1230919,1
30,41,4404,-1230919,1
30,41,4404,-1219322,1
30,41,4404,-1219322,1
30,41,4404,-1219322,1
30,41,4404,-1219322,1
30,41,4404,-1219322,1
30,41,4404,-1219322,1
30,41,4404,-1219322,1
30,41,4404,-1219322,1
30,41,4404,-1219322,1
30,41,4404,-1219322,1
30,41,4404,-1207268,1
30,41,4404,-1207268,1
30,41,4404,-1206200,1
30,41,4404,-1206200,1
30,41,4404,-1206200,1
30,41,4404,-1206200,1
30,41,4404,-1206200,1
30,41,4404,-1206200,1
30,41,4404,-1206200,1
30,41,4404,-1206200,1
30,41,4404,-1200859,1
30,41,4404,-1200859,1
30,41,4404,-1200859,1
30,41,4404,-1200859,1
30,41,4404,-1200859,1
30,41,4404,-1200859,1
30,41,4404,-1200859,1
30,41,4404,-1200859,1
30,41,4404,-1200859,1
30,41,4404,-1200859,1
30,41,4404,-1190178,1
30,41,4404,-1190178,1
30,41,4404,-1190178,1
30,41,4404,-1190178,1
31,40.2,4404,-1190178,1
31,40.2,4404,-1190178,1
31,40.2,4404,-1190178,1
31,40.2,4404,-1190178,1
31,40.2,4404,-1190178,1
31,40.2,4404,-1180413,1
31,40.2,4404,-1180413,1
31,40.2,4404,-1179650,1
31,40.2,4404,-1179650,1
31,40.2,4404,-1179650,1
31,40.2,4404,-1179650,1
